Medtr0249s0070.5	GO:0003677,GO:0008270
Medtr0250s0040.1	GO:0046983
Medtr0251s0050.1	GO:0003677,GO:0003682
Medtr0252s0060.1	GO:0005515
Medtr0256s0050.1	GO:0006952
Medtr0258s0040.1	GO:0005856,GO:0006909
Medtr0258s0040.2	GO:0005856,GO:0006909
Medtr0258s0040.3	GO:0005856,GO:0006909
Medtr0258s0040.4	GO:0005856,GO:0006909
Medtr0258s0040.5	GO:0005856,GO:0006909
Medtr0258s0040.6	GO:0005856,GO:0006909
Medtr0260s0020.1	GO:0000166
Medtr0262s0020.1	GO:0005507,GO:0009055
Medtr0262s0030.1	GO:0000213,GO:0003676,GO:0004518,GO:0006388
Medtr0262s0030.2	GO:0000213,GO:0003676,GO:0004518,GO:0006388
Medtr0262s0030.3	GO:0000213,GO:0003676,GO:0004518,GO:0006388
Medtr0262s0030.4	GO:0000213,GO:0003676,GO:0004518,GO:0006388
Medtr0262s0050.1	GO:0003924,GO:0005525,GO:0005622,GO:0006184,GO:0006886,GO:0006913,GO:0007165,GO:0007264,GO:0015031
Medtr0263s0020.1	GO:0003824,GO:0005975
Medtr0265s0030.1	GO:0003677,GO:0003899,GO:0006351
Medtr0267s0050.1	GO:0005515
Medtr0267s0070.1	GO:0003676,GO:0004386,GO:0005524,GO:0006952,GO:0008026
Medtr0268s0080.1	GO:0004748,GO:0005971,GO:0009186,GO:0016491,GO:0046914,GO:0055114
Medtr0271s0030.1	GO:0004798,GO:0005524,GO:0006233
Medtr0271s0050.1	GO:0005507,GO:0005758,GO:0006825,GO:0016531
Medtr0274s0020.1	GO:0004798,GO:0005524,GO:0006233
Medtr0274s0030.1	GO:0016881
Medtr0275s0010.1	GO:0000166,GO:0004345,GO:0006006,GO:0055114
Medtr0276s0010.1	GO:0005488,GO:0005515
Medtr0276s0050.1	GO:0005509,GO:0005544
Medtr0277s0010.1	GO:0000166,GO:0005515,GO:0006952,GO:0007165,GO:0017111
Medtr0277s0010.2	GO:0000166,GO:0005515,GO:0006952,GO:0007165,GO:0017111
Medtr0277s0020.1	GO:0005515,GO:0006952,GO:0007165
Medtr0277s0020.2	GO:0005515,GO:0006952,GO:0007165
Medtr0277s0020.3	GO:0005515,GO:0006952,GO:0007165
Medtr0279s0020.1	GO:0004221,GO:0006511
Medtr0279s0020.2	GO:0004221,GO:0006511
Medtr0279s0030.1	GO:0003824
Medtr0279s0030.2	GO:0003824,GO:0005249,GO:0006813,GO:0016020
Medtr0279s0030.3	GO:0003824
Medtr0279s0040.1	GO:0003676,GO:0004386,GO:0005524
Medtr0280s0040.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0283s0030.1	GO:0004652,GO:0005634,GO:0043631
Medtr0283s0050.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0284s0010.1	GO:0030145,GO:0045735,GO:0048046
Medtr0286s0010.1	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Medtr0287s0060.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr0288s0020.1	GO:0008152,GO:0016758
Medtr0288s0040.1	GO:0004645,GO:0005975,GO:0008184,GO:0030170
Medtr0289s0020.1	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr0289s0030.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0291s0010.1	GO:0005515
Medtr0294s0010.1	GO:0006952
Medtr0294s0020.1	GO:0005215,GO:0006857,GO:0016020
Medtr0302s0030.1	GO:0004866
Medtr0305s0020.1	GO:0005515
Medtr0305s0020.2	GO:0005515
Medtr0306s0010.1	GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr0308s0020.1	GO:0005515
Medtr0312s0020.1	GO:0055085
Medtr0312s0040.1	GO:0003676,GO:0004386,GO:0005524
Medtr0314s0030.1	GO:0016491,GO:0016706,GO:0055114
Medtr0316s0010.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0019843
Medtr0320s0040.1	GO:0005856,GO:0005885,GO:0030833,GO:0034314
Medtr0328s0030.1	GO:0016491,GO:0016706,GO:0055114
Medtr0332s0040.1	GO:0016881
Medtr0334s0010.1	GO:0005507,GO:0009055
Medtr0339s0010.1	GO:0003677,GO:0005634
Medtr0339s0020.1	GO:0003677,GO:0005634
Medtr0341s0020.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0345s0010.1	GO:0005515
Medtr0347s0040.1	GO:0000166
Medtr0349s0020.1	GO:0005515,GO:0006952,GO:0007165
Medtr0349s0030.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0350s0010.1	GO:0006810
Medtr0353s0010.1	GO:0003677,GO:0005622,GO:0006355
Medtr0353s0020.1	GO:0003676,GO:0004386,GO:0005524
Medtr0354s0040.1	GO:0000166,GO:0005975,GO:0016857
Medtr0363s0030.1	GO:0000166,GO:0005515,GO:0006952,GO:0007165,GO:0017111
Medtr0365s0020.1	GO:0004672,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr0365s0030.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0368s0010.1	GO:0008152
Medtr0368s0020.1	GO:0004107,GO:0009073
Medtr0374s0010.1	GO:0005515
Medtr0374s0050.1	GO:0016491,GO:0055114
Medtr0376s0020.1	GO:0000166,GO:0004222,GO:0005524,GO:0016020,GO:0017111,GO:0030163
Medtr0376s0030.1	GO:0005515,GO:0005634,GO:0008270,GO:0018024,GO:0034968,GO:0042393
Medtr0381s0010.1	GO:0005515
Medtr0391s0020.1	GO:0006952
Medtr0392s0010.1	GO:0003824,GO:0005515
Medtr0392s0010.2	GO:0005515
Medtr0392s0010.3	GO:0003824,GO:0005515
Medtr0392s0010.4	GO:0003824,GO:0005515
Medtr0392s0020.1	GO:0003677,GO:0005634,GO:0006355,GO:0043565,GO:0046982
Medtr0393s0040.1	GO:0008270
Medtr0393s0050.1	GO:0003824
Medtr0394s0020.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0400s0030.1	GO:0004672,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr0400s0040.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0406s0030.1	GO:0006952
Medtr0408s0010.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr0417s0020.1	GO:0003824,GO:0004356,GO:0006542,GO:0006807
Medtr0417s0020.2	GO:0003824,GO:0004356,GO:0006542,GO:0006807
Medtr0419s0040.1	GO:0005515,GO:0006952,GO:0007165
Medtr0421s0010.1	GO:0005515,GO:0006952,GO:0007165
Medtr0421s0030.1	GO:0005515
Medtr0425s0020.1	GO:0006952
Medtr0425s0020.2	GO:0006952
Medtr0427s0010.1	GO:0003676,GO:0004386,GO:0005524
Medtr0428s0010.1	GO:0008152,GO:0016758
Medtr0428s0020.1	GO:0003746,GO:0005515,GO:0005622,GO:0006414
Medtr0428s0030.1	GO:0005515,GO:0006952,GO:0007165
Medtr0429s0020.1	GO:0005515
Medtr0439s0020.1	GO:0008080
Medtr0440s0020.1	GO:0016772
Medtr0443s0040.1	GO:0003824,GO:0004553,GO:0005975
Medtr0449s0040.1	GO:0003824,GO:0008152,GO:0016747
Medtr0450s0040.1	GO:0000156,GO:0000160,GO:0003677,GO:0006355
Medtr0451s0010.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr0457s0020.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr0458s0010.1	GO:0004857,GO:0030599
Medtr0464s0020.1	GO:0005515
Medtr0464s0040.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0468s0010.1	GO:0005515,GO:0006952,GO:0007165
Medtr0474s0020.1	GO:0005515
Medtr0474s0020.2	GO:0005515
Medtr0477s0010.1	GO:0008152,GO:0016758
Medtr0489s0020.1	GO:0003677,GO:0003682
Medtr0491s0010.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0491s0030.1	GO:0004672,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr0492s0020.1	GO:0005515
Medtr0492s0030.1	GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772
Medtr0495s0020.1	GO:0004129,GO:0015002,GO:0016020,GO:0022904
Medtr0496s0010.1	GO:0005515
Medtr0504s0050.1	GO:0016491,GO:0030151,GO:0055114
Medtr0511s0020.1	GO:0006952
Medtr0515s0010.1	GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr0526s0020.1	GO:0004869
Medtr0530s0020.1	GO:0005545,GO:0030118,GO:0030276,GO:0048268
Medtr0531s0010.1	GO:0005515
Medtr0536s0010.1	GO:0008152,GO:0016758
Medtr0536s0020.1	GO:0008152,GO:0016758
Medtr0536s0030.1	GO:0008152,GO:0016758
Medtr0543s0010.1	GO:0005515
Medtr0543s0020.1	GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772
Medtr0552s0010.1	GO:0005515,GO:0007165
Medtr0552s0030.1	GO:0005515,GO:0007165
Medtr0552s0050.1	GO:0005515,GO:0007165
Medtr0554s0020.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr0565s0010.1	GO:0016787
Medtr0570s0040.1	GO:0005515,GO:0007165
Medtr0571s0010.1	GO:0005515
Medtr0572s0010.1	GO:0005515
Medtr0573s0030.1	GO:0005515,GO:0006952,GO:0007165
Medtr0590s0010.1	GO:0000166,GO:0004345,GO:0006006,GO:0055114
Medtr0591s0010.1	GO:0008168
Medtr0603s0010.1	GO:0006952
Medtr0608s0010.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr0608s0020.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr0608s0030.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr0625s0020.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0015935
Medtr0627s0010.1	GO:0005515
Medtr0637s0010.1	GO:0005515
Medtr0638s0020.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr0644s0020.1	GO:0000166,GO:0003677,GO:0003700,GO:0006355,GO:0045340,GO:0046689
Medtr0644s0030.1	GO:0005737,GO:0015097,GO:0015694,GO:0016152,GO:0016491,GO:0016668,GO:0030001,GO:0042597,GO:0045340,GO:0045454,GO:0046689,GO:0046872,GO:0050660,GO:0050661,GO:0050787,GO:0055114
Medtr0648s0010.1	GO:0005507,GO:0005758,GO:0006825,GO:0016531
Medtr0649s0020.1	GO:0005515
Medtr0651s0010.1	GO:0046577,GO:0055114
Medtr0652s0010.1	GO:0005515
Medtr0653s0030.1	GO:0000786,GO:0003677,GO:0005634,GO:0006334,GO:0046982
Medtr0654s0010.1	GO:0005515
Medtr0662s0020.1	GO:0005515
Medtr0667s0010.1	GO:0005515
Medtr0675s0010.1	GO:0005524,GO:0016787
Medtr0681s0010.1	GO:0005524,GO:0006355,GO:0008134
Medtr0681s0020.1	GO:0003824,GO:0030170
Medtr0685s0020.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0685s0030.1	GO:0000166
Medtr0685s0030.2	GO:0000166
Medtr0689s0010.1	GO:0000166,GO:0017111
Medtr0690s0010.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0691s0020.1	GO:0006952
Medtr0699s0010.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr0699s0020.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr0701s0010.1	GO:0003796
Medtr0702s0010.1	GO:0005515
Medtr0702s0020.1	GO:0005515
Medtr0702s0030.1	GO:0003735,GO:0005840,GO:0006412,GO:0019843
Medtr0707s0020.1	GO:0005515
Medtr0715s0010.1	GO:0003677,GO:0003896,GO:0006260,GO:0008270
Medtr0715s0040.1	GO:0005515
Medtr0722s0020.1	GO:0005515,GO:0016772
Medtr0727s0010.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr0728s0020.1	GO:0003676,GO:0005515,GO:0008270
Medtr0729s0010.1	GO:0000166,GO:0005515,GO:0006952,GO:0007165,GO:0017111
Medtr0753s0030.1	GO:0005198
Medtr0756s0010.1	GO:0003677,GO:0003918,GO:0005524,GO:0005694,GO:0006259,GO:0006265
Medtr0760s0010.1	GO:0005515
Medtr0776s0010.1	GO:0000166,GO:0003824,GO:0004802,GO:0005524,GO:0005975,GO:0008152,GO:0008967,GO:0008974,GO:0016620,GO:0017111,GO:0042578,GO:0055114
Medtr0777s0010.1	GO:0005515,GO:0008270
Medtr0787s0010.1	GO:0003848,GO:0009396
Medtr0803s0010.1	GO:0003700,GO:0006355
Medtr0803s0020.1	GO:0003677
Medtr0806s0010.1	GO:0003677,GO:0006306,GO:0008168
Medtr0809s0010.1	GO:0005576,GO:0019953
Medtr0813s0010.1	GO:0005515,GO:0007165
Medtr0829s0010.1	GO:0003677,GO:0019028
Medtr0830s0010.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr0837s0010.1	GO:0003995,GO:0008152,GO:0016627,GO:0050660,GO:0055114
Medtr0837s0020.1	GO:0000166,GO:0003824,GO:0008152,GO:0016491,GO:0016616,GO:0016747,GO:0050662,GO:0055114
Medtr0857s0010.1	GO:0016972,GO:0055114
Medtr0857s0010.2	GO:0016972,GO:0055114
Medtr0864s0020.1	GO:0005515,GO:0007165
Medtr0874s0020.1	GO:0000166,GO:0005524,GO:0006810,GO:0016021,GO:0016887,GO:0017111,GO:0042626,GO:0055085
Medtr0891s0010.1	GO:0008152,GO:0016758
Medtr0895s0020.1	GO:0000166
Medtr0912s0010.1	GO:0006952
Medtr0913s0010.1	GO:0003723
Medtr0915s0010.1	GO:0003676,GO:0004386,GO:0005524,GO:0008026
Medtr0919s0030.1	GO:0003677,GO:0006306,GO:0008170
Medtr0931s0010.1	GO:0004091,GO:0018738,GO:0046294,GO:0055114
Medtr0937s0020.1	GO:0003824,GO:0004332,GO:0005975,GO:0006096,GO:0008152,GO:0008270,GO:0016787,GO:0016832,GO:0016857
Medtr0939s0010.1	GO:0003677,GO:0003700,GO:0006355
Medtr0939s0010.2	GO:0003677,GO:0003700,GO:0006355
Medtr0943s0010.1	GO:0003824
Medtr0955s0020.1	GO:0005515,GO:0007165
Medtr0960s0010.1	GO:0005525
Medtr0980s0010.1	GO:0005515
Medtr0988s0010.1	GO:0005515
Medtr0989s0020.1	GO:0003723
Medtr0991s0010.1	GO:0005524,GO:0044267
Medtr0998s0010.1	GO:0003824,GO:0008152
Medtr1005s0010.1	GO:0003676,GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr1030s0010.1	GO:0005515
Medtr1034s0010.1	GO:0000166
Medtr1040s0010.1	GO:0006812,GO:0008324,GO:0016021,GO:0055085
Medtr1045s0010.1	GO:0000166
Medtr1046s0010.1	GO:0000166,GO:0004735,GO:0006561,GO:0055114
Medtr1054s0020.1	GO:0003677,GO:0006355
Medtr1089s0010.1	GO:0005515
Medtr1101s0010.1	GO:0003677,GO:0005524,GO:0006355,GO:0008134
Medtr1148s0010.1	GO:0000166,GO:0003676
Medtr1168s0010.1	GO:0003677
Medtr1196s0010.1	GO:0000166,GO:0008152,GO:0016491
Medtr1209s0010.1	GO:0003824,GO:0008152
Medtr1210s0010.1	GO:0003824,GO:0008152
Medtr1218s0010.1	GO:0003824,GO:0046872
Medtr1222s0010.1	GO:0005515,GO:0008152,GO:0016491,GO:0016620,GO:0055114
Medtr1231s0010.1	GO:0000166,GO:0003677,GO:0005524,GO:0007059,GO:0009295,GO:0017111,GO:0030261
Medtr1239s0010.1	GO:0003824,GO:0006725,GO:0008198,GO:0055114
Medtr1242s0010.1	GO:0004618,GO:0006096
Medtr1254s0010.1	GO:0005515,GO:0007165
Medtr1262s0010.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr1275s0010.1	GO:0000166
Medtr1277s0010.1	GO:0000166
Medtr1280s0010.1	GO:0008152,GO:0016787
Medtr1286s0010.1	GO:0000166
Medtr1304s0010.1	GO:0000166,GO:0008152,GO:0016491
Medtr1307s0010.1	GO:0003677,GO:0003700,GO:0005622,GO:0006281,GO:0006355,GO:0008168,GO:0008270,GO:0043565
Medtr1309s0010.1	GO:0000166,GO:0005524,GO:0006810,GO:0016021,GO:0016887,GO:0017111,GO:0042626,GO:0055085
Medtr1313s0010.1	GO:0003824,GO:0005975
Medtr1314s0010.1	GO:0008152,GO:0016491,GO:0016620,GO:0055114
Medtr1330s0010.1	GO:0005515
Medtr1386s0010.1	GO:0004096,GO:0006979,GO:0020037,GO:0055114
Medtr1399s0010.1	GO:0005215,GO:0006810,GO:0016020,GO:0055085
Medtr1399s0020.1	GO:0008152,GO:0016491,GO:0016620,GO:0055114
Medtr1408s0010.1	GO:0005515
Medtr1413s0010.1	GO:0003677
Medtr1415s0010.1	GO:0005515
Medtr1441s0010.1	GO:0009279,GO:0016021
Medtr1445s0010.1	GO:0003677
Medtr1452s0010.1	GO:0005525,GO:0007264,GO:0015031
Medtr1457s0010.1	GO:0003824,GO:0005975
Medtr1483s0010.1	GO:0005515
Medtr1489s0010.1	GO:0003676,GO:0008168,GO:0032259
Medtr1522s0010.1	GO:0000166,GO:0017111
Medtr1523s0010.1	GO:0003824,GO:0005975
Medtr1533s0010.1	GO:0003700,GO:0005622,GO:0006355
Medtr1535s0020.1	GO:0003824,GO:0008152
Medtr1543s0010.1	GO:0003676,GO:0004386,GO:0005524
Medtr1563s0010.1	GO:0000166
Medtr1567s0010.1	GO:0000166,GO:0005215,GO:0005524,GO:0006810,GO:0016020,GO:0016887,GO:0017111
Medtr1568s0020.1	GO:0005515
Medtr1579s0020.1	GO:0000166
Medtr1581s0010.1	GO:0005737,GO:0016491,GO:0045454,GO:0050660,GO:0055114
Medtr1588s0010.1	GO:0015986,GO:0045261,GO:0046933,GO:0046961
Medtr1599s0020.1	GO:0007155,GO:0009289
Medtr1614s0010.1	GO:0005524
Medtr1639s0010.1	GO:0005515
Medtr1645s0010.1	GO:0005515
Medtr1663s0010.1	GO:0005525,GO:0007264,GO:0015031
Medtr1675s0010.1	GO:0003677,GO:0006355
Medtr1680s0010.1	GO:0004618,GO:0006096
Medtr1686s0010.1	GO:0005525,GO:0007264,GO:0015031
Medtr1690s0010.1	GO:0008152,GO:0016491,GO:0016620,GO:0055114
Medtr1693s0010.1	GO:0019867
Medtr1723s0010.1	GO:0000166,GO:0003676
Medtr1727s0010.1	GO:0000156,GO:0000160,GO:0006355
Medtr1735s0010.1	GO:0003824
Medtr1749s0010.1	GO:0005515,GO:0007165
Medtr1750s0010.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr1779s0010.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0019843
Medtr1779s0020.1	GO:0003735,GO:0005840,GO:0006412,GO:0015934
Medtr1781s0010.1	GO:0003700,GO:0006355
Medtr1781s0020.1	GO:0000166
Medtr1807s0010.1	GO:0003824,GO:0009058,GO:0016847,GO:0030170,GO:0042218
Medtr1812s0010.1	GO:0005525,GO:0007264,GO:0015031
Medtr1829s0010.1	GO:0005524,GO:0015986,GO:0015991,GO:0016820,GO:0033178,GO:0045261,GO:0046933,GO:0046961
Medtr1840s0010.1	GO:0005515
Medtr1865s0010.1	GO:0003677,GO:0043565
Medtr1874s0010.1	GO:0000156,GO:0000160,GO:0003677,GO:0006355
Medtr1876s0010.1	GO:0003677,GO:0006306,GO:0008168
Medtr1882s0010.1	GO:0009306,GO:0016020
Medtr1889s0010.1	GO:0000166,GO:0003676
Medtr1934s0020.1	GO:0003677,GO:0005622,GO:0006355
Medtr1943s0010.1	GO:0005515
Medtr1946s0010.1	GO:0005215,GO:0006810,GO:0016020,GO:0055085
Medtr1996s0010.1	GO:0008152,GO:0016758
Medtr1997s0010.1	GO:0000166,GO:0008774,GO:0019439,GO:0055114
Medtr1g004990.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g004990.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g006490.1	GO:0005215,GO:0006810,GO:0016020
Medtr1g006590.1	GO:0005215,GO:0006810,GO:0016020
Medtr1g006650.1	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0008270,GO:0043565,GO:0045893
Medtr1g006660.1	GO:0003677,GO:0003700,GO:0006355
Medtr1g006975.1	GO:0000166,GO:0006952,GO:0017111
Medtr1g006990.1	GO:0004252,GO:0006508
Medtr1g007030.1	GO:0004252,GO:0006508
Medtr1g007150.1	GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772
Medtr1g007160.1	GO:0004176,GO:0006508
Medtr1g007160.2	GO:0004176,GO:0006508
Medtr1g007170.1	GO:0004644,GO:0006189,GO:0008168,GO:0008864,GO:0009058,GO:0016742
Medtr1g007290.1	GO:0004222
Medtr1g007300.1	GO:0005515,GO:0006952,GO:0007165
Medtr1g007320.1	GO:0003824,GO:0004222,GO:0008152,GO:0016787,GO:0046872
Medtr1g007320.2	GO:0003824,GO:0004222,GO:0008152,GO:0016787,GO:0046872
Medtr1g007320.3	GO:0003824,GO:0004222,GO:0008152,GO:0016787,GO:0046872
Medtr1g007370.1	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
Medtr1g007370.2	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
Medtr1g007510.1	GO:0003676,GO:0004386,GO:0005524
Medtr1g007540.1	GO:0055085
Medtr1g007580.1	GO:0055085
Medtr1g007590.1	GO:0005097,GO:0005622,GO:0032313
Medtr1g007590.2	GO:0005097,GO:0005622,GO:0032313
Medtr1g007600.1	GO:0005515
Medtr1g007610.1	GO:0005515
Medtr1g007670.1	GO:0005515,GO:0008270
Medtr1g007700.1	GO:0005515,GO:0008270
Medtr1g007740.1	GO:0005515
Medtr1g007800.1	GO:0000166
Medtr1g007810.1	GO:0003824,GO:0004553,GO:0005975
Medtr1g007830.1	GO:0005509
Medtr1g007850.1	GO:0009523,GO:0015979,GO:0016020,GO:0042301,GO:0050821
Medtr1g007860.1	GO:0003824
Medtr1g007920.1	GO:0005515
Medtr1g007920.2	GO:0005515
Medtr1g007950.1	GO:0005524
Medtr1g008050.1	GO:0005524
Medtr1g008060.1	GO:0003677,GO:0005515,GO:0008270
Medtr1g008060.2	GO:0003677,GO:0005515,GO:0008270
Medtr1g008060.3	GO:0003677,GO:0005515,GO:0008270
Medtr1g008120.1	GO:0004842,GO:0005515,GO:0008270,GO:0016567
Medtr1g008140.1	GO:0004857,GO:0030599
Medtr1g008220.1	GO:0005515
Medtr1g008230.1	GO:0005515,GO:0008270
Medtr1g008230.2	GO:0005515,GO:0008270
Medtr1g008240.1	GO:0006952
Medtr1g008280.1	GO:0004190,GO:0016021
Medtr1g008280.2	GO:0004190,GO:0016021
Medtr1g008280.3	GO:0004190,GO:0016021
Medtr1g008370.1	GO:0005737,GO:0017183
Medtr1g008380.1	GO:0016491,GO:0055114
Medtr1g008600.1	GO:0003676,GO:0003677,GO:0003887,GO:0004386,GO:0005524,GO:0006260
Medtr1g008610.1	GO:0003677
Medtr1g008670.1	GO:0003677
Medtr1g008670.2	GO:0003677
Medtr1g008670.3	GO:0003677
Medtr1g008700.1	GO:0005506,GO:0015671,GO:0019825,GO:0020037
Medtr1g008740.1	GO:0003677,GO:0006355
Medtr1g008740.2	GO:0003677,GO:0006355
Medtr1g008950.1	GO:0005515
Medtr1g008970.1	GO:0003677,GO:0003682
Medtr1g008980.1	GO:0016772
Medtr1g008990.1	GO:0003700,GO:0006355,GO:0043565
Medtr1g008990.2	GO:0003700,GO:0006355,GO:0043565
Medtr1g009010.1	GO:0005515
Medtr1g009010.2	GO:0005515
Medtr1g009110.1	GO:0005515
Medtr1g009190.1	GO:0005524,GO:0005737,GO:0008152,GO:0016301,GO:0016773
Medtr1g009270.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g009310.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g009315.1	GO:0003677,GO:0003916,GO:0003917,GO:0005694,GO:0006265
Medtr1g009315.2	GO:0003677,GO:0003916,GO:0003917,GO:0005694,GO:0006265
Medtr1g009570.1	GO:0003677,GO:0003916,GO:0003917,GO:0005694,GO:0006265
Medtr1g009600.1	GO:0000166
Medtr1g009613.1	GO:0003700,GO:0006355,GO:0043565
Medtr1g009617.1	GO:0003676,GO:0004386,GO:0005524
Medtr1g009650.1	GO:0005515
Medtr1g009680.1	GO:0005515,GO:0008270
Medtr1g009720.1	GO:0006200,GO:0006754,GO:0006812,GO:0016021,GO:0016887,GO:0019829
Medtr1g009750.1	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Medtr1g009750.2	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Medtr1g009760.1	GO:0006200,GO:0006754,GO:0006812,GO:0016021,GO:0016887,GO:0019829
Medtr1g009760.2	GO:0006200,GO:0006754,GO:0006812,GO:0016021,GO:0016887,GO:0019829
Medtr1g009770.1	GO:0005622,GO:0008270
Medtr1g009850.1	GO:0003824,GO:0006099,GO:0008964,GO:0015977
Medtr1g009860.1	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr1g009860.2	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr1g010020.1	GO:0005515
Medtr1g010020.2	GO:0005515
Medtr1g010040.1	GO:0004221,GO:0006511
Medtr1g010040.2	GO:0004221,GO:0006511
Medtr1g010070.1	GO:0008168
Medtr1g010120.1	GO:0003824,GO:0004553,GO:0005975
Medtr1g010150.1	GO:0005515,GO:0008270
Medtr1g010220.1	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr1g010240.1	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr1g010250.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g010260.1	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr1g010280.1	GO:0008060,GO:0008270,GO:0032312
Medtr1g011280.1	GO:0005515
Medtr1g011280.2	GO:0005515
Medtr1g011380.1	GO:0005515,GO:0008270
Medtr1g011410.1	GO:0005515
Medtr1g011415.1	GO:0008270
Medtr1g011430.1	GO:0005515
Medtr1g011460.1	GO:0000159,GO:0005488,GO:0007165,GO:0008601
Medtr1g011470.1	GO:0000079,GO:0019901,GO:0051726
Medtr1g011510.1	GO:0009055,GO:0051536
Medtr1g011520.1	GO:0005515
Medtr1g011540.1	GO:0005506,GO:0015671,GO:0019825,GO:0020037
Medtr1g011580.1	GO:0016491,GO:0016706,GO:0055114
Medtr1g011610.1	GO:0005515
Medtr1g011610.2	GO:0005515
Medtr1g011630.1	GO:0016491,GO:0055114
Medtr1g011640.1	GO:0000166,GO:0005524,GO:0016887,GO:0017111
Medtr1g011650.1	GO:0000166,GO:0005524,GO:0016887,GO:0017111
Medtr1g011680.1	GO:0005524
Medtr1g011690.1	GO:0008152,GO:0016491
Medtr1g011700.1	GO:0008152,GO:0016491
Medtr1g011710.1	GO:0005515,GO:0005622,GO:0006396
